XQAOA
162.99999998397382
161.99999999088163
160.99999996091444
160.99999999726788
160.99999992967062
158.99999999075663
166.99999995380884
158.9999998797995
160.99999999960164
164.99999999725597
164.99999995474775
161.9999999776271
167.99999999209288
157.99999990880707
162.99999999879856
160.99999964962504
156.99999995976904
160.999999994719
163.99999999699781
163.9999999773417
163.9999999956026
160.999999997986
159.99999997740287
166.99999998341798
159.9999999955242
163.99999994788317
157.99999998376995
165.9999999915654
161.99999996285428
158.99999994550967
164.9999999972953
162.9999997091979
167.9999999981091
161.999999961769
160.99999999230573
161.9999999911169
161.99999998193766
163.99999997285343
162.99999994884746
162.99999998065013
160.9999999981456
160.99999996267167
158.99999984446364
161.99999999862618
163.99999998711186
161.99999993811667
161.99999999456574
161.99999994926017
164.9999999841695
163.99999997146594
163.99999997221093
160.99999997248392
159.9999999908182
161.99999994982198
159.99999998691317
165.99999999137873
164.99999999670993
158.99999999565918
164.99999999274135
154.99999999320588
163.99999992811738
163.99999996346241
162.99999998599122
164.99999997830955
163.99999981427254
164.99999973435723
160.9999999746285
157.99999997693087
168.99999997779958
164.99999999907084
162.99999997647618
161.99999998115024
164.9999999824802
162.99999999155062
162.9999999916032
162.99999994405857
163.9999999857851
158.99999998452034
164.99999999950134
160.9999999832268
171.99999999458151
161.99999997810377
161.99999995735888
158.99999998368796
161.99999995520386
162.99999999921093
159.99999994117087
163.9999999938238
165.99999996696536
163.99999999463355
158.99999999943404
158.99999988073088
164.99999997817102
166.9999999636763
159.9999999875287
160.99999995742056
161.9999999910571
158.9999999915659
160.99999998242583
164.99999998949198
