XY_QAOA
170.99999500405667
167.99999931749915
165.99999272329586
167.99999813676735
172.9999953477232
168.99999826104414
164.99999967650896
169.9999994407239
167.99999901049102
163.99999971462768
167.99999377878115
164.99999893529488
165.99999913011078
171.99998345934188
170.999999720748
167.99999663887408
161.9999929511321
161.99999955062464
163.99999953416898
164.99999988094496
162.9999997742701
167.99999947993658
163.99999286780925
165.99999991420484
165.9999999678791
164.99999979016755
165.99999945454292
167.99999988460215
163.9999980633526
161.9999997985373
161.99999846509044
162.99999977587424
164.9999972607816
167.99999454538036
165.99999905956034
165.9999971958844
161.9999999515502
164.9999998532701
167.9999999478007
168.9999997538343
164.9999969433394
167.99999539735236
168.99999990484426
165.99998550299674
166.99999710583575
164.99999986265414
164.99999880123477
166.999998933861
163.99999027640914
165.99999783785347
164.99999956637498
163.9999996624199
166.9999997856628
172.99997914815575
163.99999170066582
162.99999978598345
163.9999847809261
168.99999817329675
166.999999582453
167.99999847337395
164.999999901357
167.99999945569888
165.9999999571963
165.9999998327583
161.99999846346972
165.9999907071162
167.99998052725584
168.99999971658684
168.99999980812544
167.99999995861128
160.99999708120137
166.0000032848432
162.99999960879862
164.99999964715434
165.9999998719246
166.99999773577238
165.99999920386665
168.99999988984135
165.99999998861054
164.9999984634319
163.99999989981234
162.9999981042697
167.99999179226307
164.9999986616864
164.99999905444417
167.9999999361683
162.99997546043895
167.9999984390663
164.99998706553703
167.9999997462699
168.99998249308655
167.99999982321927
162.99999998036026
164.9999985579626
164.99999977678496
167.99999944072982
167.99999988388754
167.99999984141212
167.99999922500535
166.99999822795616
