Graph,Algorithm,Depth,MaxCut,AR,Gurobi
2,QAOA$_p$,4,14.09765625,0.7048828125,20.0
2,QAOA$_p$,5,13.994140625,0.69970703125,20.0
2,QAOA$_p$,5,13.9501953125,0.697509765625,20.0
2,QAOA$_p$,5,13.908203125,0.69541015625,20.0
2,QAOA$_p$,5,13.9052734375,0.695263671875,20.0
2,QAOA$_p$,5,13.892578125,0.69462890625,20.0
2,QAOA$_p$,5,13.958984375,0.69794921875,20.0
2,QAOA$_p$,5,13.9765625,0.698828125,20.0
2,QAOA$_p$,5,14.18359375,0.7091796875,20.0
2,QAOA$_p$,5,14.1005859375,0.705029296875,20.0
2,QAOA$_p$,5,13.9140625,0.695703125,20.0
3,QAOA$_p$,1,13.298828125,0.66494140625,20.0
3,MA-QAOA$_p$,1,14.923828125,0.74619140625,20.0
3,XQAOA$^{X=Y}_p$,1,19.912109375,0.99560546875,20.0
3,QAOA$_p$,1,13.322265625,0.66611328125,20.0
3,MA-QAOA$_p$,1,14.1376953125,0.706884765625,20.0
3,XQAOA$^{X=Y}_p$,1,19.9423828125,0.997119140625,20.0
3,QAOA$_p$,1,13.3583984375,0.667919921875,20.0
3,MA-QAOA$_p$,1,14.0810546875,0.704052734375,20.0
3,XQAOA$^{X=Y}_p$,1,19.8662109375,0.993310546875,20.0
3,QAOA$_p$,1,13.3125,0.665625,20.0
3,MA-QAOA$_p$,1,14.533203125,0.72666015625,20.0
3,XQAOA$^{X=Y}_p$,1,19.7587890625,0.987939453125,20.0
3,QAOA$_p$,1,13.3271484375,0.666357421875,20.0
3,MA-QAOA$_p$,1,14.970703125,0.74853515625,20.0
3,XQAOA$^{X=Y}_p$,1,19.9052734375,0.995263671875,20.0
3,QAOA$_p$,1,13.30078125,0.6650390625,20.0
3,MA-QAOA$_p$,1,15.0625,0.753125,20.0
3,XQAOA$^{X=Y}_p$,1,19.9150390625,0.995751953125,20.0
3,QAOA$_p$,1,13.283203125,0.66416015625,20.0
3,MA-QAOA$_p$,1,14.791015625,0.73955078125,20.0
3,XQAOA$^{X=Y}_p$,1,19.931640625,0.99658203125,20.0
3,QAOA$_p$,1,13.3310546875,0.666552734375,20.0
3,MA-QAOA$_p$,1,14.3369140625,0.716845703125,20.0
3,XQAOA$^{X=Y}_p$,1,19.8154296875,0.990771484375,20.0
3,QAOA$_p$,1,13.32421875,0.6662109375,20.0
3,MA-QAOA$_p$,1,15.0341796875,0.751708984375,20.0
3,XQAOA$^{X=Y}_p$,1,19.7685546875,0.988427734375,20.0
3,QAOA$_p$,1,13.3388671875,0.666943359375,20.0
3,MA-QAOA$_p$,1,14.841796875,0.74208984375,20.0
3,XQAOA$^{X=Y}_p$,1,19.7958984375,0.989794921875,20.0
3,QAOA$_p$,2,13.4833984375,0.674169921875,20.0
3,MA-QAOA$_p$,2,14.8046875,0.740234375,20.0
3,XQAOA$^{X=Y}_p$,2,18.7880859375,0.939404296875,20.0
3,QAOA$_p$,2,13.599609375,0.67998046875,20.0
3,MA-QAOA$_p$,2,14.451171875,0.72255859375,20.0
3,XQAOA$^{X=Y}_p$,2,18.919921875,0.94599609375,20.0
3,QAOA$_p$,2,13.638671875,0.68193359375,20.0
3,MA-QAOA$_p$,2,14.9951171875,0.749755859375,20.0
3,XQAOA$^{X=Y}_p$,2,19.2314453125,0.961572265625,20.0
3,QAOA$_p$,2,13.5322265625,0.676611328125,20.0
3,MA-QAOA$_p$,2,16.8662109375,0.843310546875,20.0
3,XQAOA$^{X=Y}_p$,2,19.072265625,0.95361328125,20.0
3,QAOA$_p$,2,13.32421875,0.6662109375,20.0
3,MA-QAOA$_p$,2,14.1767578125,0.708837890625,20.0
3,XQAOA$^{X=Y}_p$,2,19.3017578125,0.965087890625,20.0
3,QAOA$_p$,2,13.3251953125,0.666259765625,20.0
3,MA-QAOA$_p$,2,16.19921875,0.8099609375,20.0
3,XQAOA$^{X=Y}_p$,2,18.849609375,0.94248046875,20.0
3,QAOA$_p$,2,13.4189453125,0.670947265625,20.0
3,MA-QAOA$_p$,2,16.447265625,0.82236328125,20.0
3,XQAOA$^{X=Y}_p$,2,19.5419921875,0.977099609375,20.0
3,QAOA$_p$,2,13.2861328125,0.664306640625,20.0
3,MA-QAOA$_p$,2,14.2294921875,0.711474609375,20.0
3,XQAOA$^{X=Y}_p$,2,18.931640625,0.94658203125,20.0
3,QAOA$_p$,2,13.5556640625,0.677783203125,20.0
3,MA-QAOA$_p$,2,14.708984375,0.73544921875,20.0
3,XQAOA$^{X=Y}_p$,2,17.646484375,0.88232421875,20.0
3,QAOA$_p$,2,13.3349609375,0.666748046875,20.0
3,MA-QAOA$_p$,2,14.1708984375,0.708544921875,20.0
3,XQAOA$^{X=Y}_p$,2,19.3466796875,0.967333984375,20.0
3,QAOA$_p$,3,13.4375,0.671875,20.0
3,MA-QAOA$_p$,3,14.365234375,0.71826171875,20.0
3,XQAOA$^{X=Y}_p$,3,18.9677734375,0.948388671875,20.0
3,QAOA$_p$,3,13.6689453125,0.683447265625,20.0
3,MA-QAOA$_p$,3,14.1689453125,0.708447265625,20.0
3,XQAOA$^{X=Y}_p$,3,12.8525390625,0.642626953125,20.0
3,QAOA$_p$,3,13.7041015625,0.685205078125,20.0
3,MA-QAOA$_p$,3,14.3095703125,0.715478515625,20.0
3,XQAOA$^{X=Y}_p$,3,18.81640625,0.9408203125,20.0
3,QAOA$_p$,3,13.603515625,0.68017578125,20.0
3,MA-QAOA$_p$,3,13.8486328125,0.692431640625,20.0
3,XQAOA$^{X=Y}_p$,3,18.05078125,0.9025390625,20.0
3,QAOA$_p$,3,13.5341796875,0.676708984375,20.0
3,MA-QAOA$_p$,3,14.2080078125,0.710400390625,20.0
3,XQAOA$^{X=Y}_p$,3,17.6015625,0.880078125,20.0
3,QAOA$_p$,3,13.712890625,0.68564453125,20.0
3,MA-QAOA$_p$,3,14.802734375,0.74013671875,20.0
3,XQAOA$^{X=Y}_p$,3,18.0009765625,0.900048828125,20.0
3,QAOA$_p$,3,13.58984375,0.6794921875,20.0
3,MA-QAOA$_p$,3,16.7451171875,0.837255859375,20.0
3,XQAOA$^{X=Y}_p$,3,18.2431640625,0.912158203125,20.0
3,QAOA$_p$,3,13.6259765625,0.681298828125,20.0
3,MA-QAOA$_p$,3,14.873046875,0.74365234375,20.0
3,XQAOA$^{X=Y}_p$,3,13.0595703125,0.652978515625,20.0
3,QAOA$_p$,3,13.59765625,0.6798828125,20.0
3,MA-QAOA$_p$,3,15.919921875,0.79599609375,20.0
3,XQAOA$^{X=Y}_p$,3,18.0576171875,0.902880859375,20.0
3,QAOA$_p$,3,13.818359375,0.69091796875,20.0
3,MA-QAOA$_p$,3,14.4033203125,0.720166015625,20.0
3,XQAOA$^{X=Y}_p$,3,16.087890625,0.80439453125,20.0
3,QAOA$_p$,4,13.6171875,0.680859375,20.0
3,QAOA$_p$,4,13.619140625,0.68095703125,20.0
3,QAOA$_p$,4,13.7490234375,0.687451171875,20.0
3,QAOA$_p$,4,13.90234375,0.6951171875,20.0
3,QAOA$_p$,4,13.91015625,0.6955078125,20.0
3,QAOA$_p$,4,13.8193359375,0.690966796875,20.0
3,QAOA$_p$,4,13.841796875,0.69208984375,20.0
3,QAOA$_p$,4,13.6923828125,0.684619140625,20.0
3,QAOA$_p$,4,13.6083984375,0.680419921875,20.0
3,QAOA$_p$,4,13.810546875,0.69052734375,20.0
3,QAOA$_p$,5,13.89453125,0.6947265625,20.0
3,QAOA$_p$,5,13.6484375,0.682421875,20.0
3,QAOA$_p$,5,13.6640625,0.683203125,20.0
3,QAOA$_p$,5,14.01953125,0.7009765625,20.0
3,QAOA$_p$,5,13.87890625,0.6939453125,20.0
3,QAOA$_p$,5,13.9931640625,0.699658203125,20.0
3,QAOA$_p$,5,13.8798828125,0.693994140625,20.0
3,QAOA$_p$,5,13.814453125,0.69072265625,20.0
3,QAOA$_p$,5,13.900390625,0.69501953125,20.0
3,QAOA$_p$,5,13.923828125,0.69619140625,20.0
4,QAOA$_p$,1,14.69140625,0.6677911931818182,22.0
4,MA-QAOA$_p$,1,15.4580078125,0.70263671875,22.0
4,XQAOA$^{X=Y}_p$,1,21.8056640625,0.9911665482954546,22.0
4,QAOA$_p$,1,14.724609375,0.6693004261363636,22.0
4,MA-QAOA$_p$,1,15.53125,0.7059659090909091,22.0
4,XQAOA$^{X=Y}_p$,1,21.8876953125,0.9948952414772727,22.0
4,QAOA$_p$,1,14.7490234375,0.67041015625,22.0
4,MA-QAOA$_p$,1,15.755859375,0.7161754261363636,22.0
4,XQAOA$^{X=Y}_p$,1,21.833984375,0.9924538352272727,22.0
4,QAOA$_p$,1,14.7978515625,0.6726296164772727,22.0
4,MA-QAOA$_p$,1,15.0048828125,0.6820401278409091,22.0
4,XQAOA$^{X=Y}_p$,1,21.7490234375,0.9885919744318182,22.0
4,QAOA$_p$,1,14.8037109375,0.6728959517045454,22.0
4,MA-QAOA$_p$,1,15.1005859375,0.6863902698863636,22.0
4,XQAOA$^{X=Y}_p$,1,21.609375,0.9822443181818182,22.0
4,QAOA$_p$,1,14.7841796875,0.6720081676136364,22.0
4,MA-QAOA$_p$,1,15.705078125,0.7138671875,22.0
4,XQAOA$^{X=Y}_p$,1,21.875,0.9943181818181818,22.0
4,QAOA$_p$,1,14.7734375,0.6715198863636364,22.0
4,MA-QAOA$_p$,1,15.7822265625,0.7173739346590909,22.0
4,XQAOA$^{X=Y}_p$,1,21.8935546875,0.9951615767045454,22.0
4,QAOA$_p$,1,14.7548828125,0.6706764914772727,22.0
4,MA-QAOA$_p$,1,15.193359375,0.6906072443181818,22.0
4,XQAOA$^{X=Y}_p$,1,21.5400390625,0.9790926846590909,22.0
4,QAOA$_p$,1,14.7001953125,0.6681906960227273,22.0
4,MA-QAOA$_p$,1,15.93359375,0.7242542613636364,22.0
4,XQAOA$^{X=Y}_p$,1,21.865234375,0.9938742897727273,22.0
4,QAOA$_p$,1,14.7822265625,0.6719193892045454,22.0
4,MA-QAOA$_p$,1,15.490234375,0.7041015625,22.0
4,XQAOA$^{X=Y}_p$,1,21.8671875,0.9939630681818182,22.0
4,QAOA$_p$,2,16.1865234375,0.7357510653409091,22.0
4,MA-QAOA$_p$,2,17.935546875,0.8152521306818182,22.0
4,XQAOA$^{X=Y}_p$,2,21.0380859375,0.9562766335227273,22.0
4,QAOA$_p$,2,16.185546875,0.7357066761363636,22.0
4,MA-QAOA$_p$,2,18.76171875,0.8528053977272727,22.0
4,XQAOA$^{X=Y}_p$,2,21.267578125,0.9667080965909091,22.0
4,QAOA$_p$,2,16.1591796875,0.7345081676136364,22.0
4,MA-QAOA$_p$,2,18.78125,0.8536931818181818,22.0
4,XQAOA$^{X=Y}_p$,2,21.6171875,0.9825994318181818,22.0
4,QAOA$_p$,2,14.9248046875,0.6784002130681818,22.0
4,MA-QAOA$_p$,2,19.03125,0.8650568181818182,22.0
4,XQAOA$^{X=Y}_p$,2,21.69140625,0.9859730113636364,22.0
4,QAOA$_p$,2,16.1455078125,0.73388671875,22.0
4,MA-QAOA$_p$,2,16.904296875,0.7683771306818182,22.0
4,XQAOA$^{X=Y}_p$,2,20.6416015625,0.9382546164772727,22.0
4,QAOA$_p$,2,16.2431640625,0.7383256392045454,22.0
4,MA-QAOA$_p$,2,15.171875,0.6896306818181818,22.0
4,XQAOA$^{X=Y}_p$,2,21.1171875,0.9598721590909091,22.0
4,QAOA$_p$,2,15.5458984375,0.7066317471590909,22.0
4,MA-QAOA$_p$,2,16.26171875,0.7391690340909091,22.0
4,XQAOA$^{X=Y}_p$,2,20.220703125,0.9191228693181818,22.0
4,QAOA$_p$,2,14.7548828125,0.6706764914772727,22.0
4,MA-QAOA$_p$,2,17.82421875,0.8101917613636364,22.0
4,XQAOA$^{X=Y}_p$,2,21.0859375,0.9584517045454546,22.0
4,QAOA$_p$,2,16.318359375,0.7417436079545454,22.0
4,MA-QAOA$_p$,2,18.9365234375,0.8607510653409091,22.0
4,XQAOA$^{X=Y}_p$,2,20.998046875,0.9544566761363636,22.0
4,QAOA$_p$,2,14.8125,0.6732954545454546,22.0
4,MA-QAOA$_p$,2,16.1708984375,0.7350408380681818,22.0
4,XQAOA$^{X=Y}_p$,2,21.26171875,0.9664417613636364,22.0
4,QAOA$_p$,3,15.5048828125,0.7047674005681818,22.0
4,MA-QAOA$_p$,3,18.3037109375,0.8319868607954546,22.0
4,XQAOA$^{X=Y}_p$,3,20.171875,0.9169034090909091,22.0
4,QAOA$_p$,3,16.3583984375,0.7435635653409091,22.0
4,MA-QAOA$_p$,3,17.1533203125,0.7796963778409091,22.0
4,XQAOA$^{X=Y}_p$,3,20.75,0.9431818181818182,22.0
4,QAOA$_p$,3,16.9189453125,0.76904296875,22.0
4,MA-QAOA$_p$,3,17.83203125,0.810546875,22.0
4,XQAOA$^{X=Y}_p$,3,21.0087890625,0.9549449573863636,22.0
4,QAOA$_p$,3,16.7900390625,0.76318359375,22.0
4,MA-QAOA$_p$,3,16.0498046875,0.7295365767045454,22.0
4,XQAOA$^{X=Y}_p$,3,21.462890625,0.9755859375,22.0
4,QAOA$_p$,3,15.96484375,0.7256747159090909,22.0
4,MA-QAOA$_p$,3,19.6767578125,0.8943980823863636,22.0
4,XQAOA$^{X=Y}_p$,3,20.953125,0.9524147727272727,22.0
