XQAOA,MA_QAOA,QAOA,Classical,Geomans_Williamson,QAOA*
328.0,274.5464277936412,275.80217580090147,337.9999997852903,319.0,275.80217580092034
346.0,274.76349608659933,275.80217580092034,320.9999999055562,337.0,275.80217580092034
336.0,273.46922967810855,275.80217580090385,316.9999999608298,334.0,275.80217580092034
345.0,274.3902647690033,275.8021758008729,325.99999998993707,332.0,275.80217580092034
344.0,274.89691267985194,275.8021758009123,332.99999998938927,338.0,275.80217580092034
339.0,274.1437002433827,275.8021758009132,327.9999998692585,334.0,275.80217580092034
340.0,275.03160302626605,275.8021758008394,311.9999999774456,337.0,275.80217580092034
342.0,275.429987391894,275.8021758008274,334.9999999801836,331.0,275.80217580092034
342.0,275.0260459699421,275.8021758008683,339.9999988624023,334.0,275.80217580092034
335.0,274.7817228160484,275.80217580089413,331.99999997147404,333.0,275.80217580092034
336.0,274.52177129601944,275.80217580091727,325.9999998416524,337.0,275.80217580092034
341.0,275.17057190283936,275.802175800919,333.99999995073046,339.0,275.80217580092034
342.0,274.83176767345964,275.8021758005941,322.99999996844656,338.0,275.80217580092034
340.0,274.8578650339948,275.8021758008289,326.99999992424324,337.0,275.80217580092034
334.0,276.03723852021216,275.8021758006889,323.99999999001506,338.0,275.80217580092034
335.0,273.71256125754167,275.8021758009129,325.99999993185605,335.0,275.80217580092034
344.0,275.10362946930746,275.8021758009008,326.99999991035673,334.0,275.80217580092034
335.0,274.449793651311,275.80217580090607,332.9999999201003,335.0,275.80217580092034
335.0,274.4204331489772,275.802175800913,338.99999998905133,325.0,275.80217580092034
340.0,274.53664044183444,275.80217580090545,322.9999998418912,336.0,275.80217580092034
330.0,275.1998100613447,223.9999993260892,336.9999999720756,338.0,275.80217580092034
334.0,275.08618350430675,223.9999999517745,327.9999998041581,336.0,275.80217580092034
339.0,275.7229781603788,275.80217579627583,319.9999995310268,335.0,275.80217580092034
346.0,274.7571373834369,275.802175800916,329.9999999332028,334.0,275.80217580092034
338.0,274.3819416579286,275.8021758009193,323.9999998221936,335.0,275.80217580092034
344.0,273.87533923354914,275.8021758008805,329.99999997691725,345.0,275.80217580092034
344.0,274.35845035963985,275.80217580090067,328.9999999267345,324.0,275.80217580092034
344.0,275.17483215058854,223.9999999946641,316.99999998548856,317.0,275.80217580092034
327.0,274.3742009662829,223.99999992770825,329.9999992782212,329.0,275.80217580092034
331.0,274.7958570953718,275.80217580091403,335.9999990695139,336.0,275.80217580092034
335.0,275.000370464976,275.8021758008998,325.999999665697,337.0,275.80217580092034
338.0,273.3497253551566,275.80217580071525,326.99999997548974,329.0,275.80217580092034
335.0,274.462365626552,275.8021758009111,329.99999993774424,336.0,275.80217580092034
338.0,274.905046115212,275.80217580089834,336.9999998668064,332.0,275.80217580092034
342.0,274.6907897348876,275.80217580091755,328.9999998631869,336.0,275.80217580092034
339.0,275.537506666498,275.8021758009198,332.9999998678324,322.0,275.80217580092034
333.0,274.25832719315747,224.0000000022048,326.99999994613023,328.0,275.80217580092034
346.0,275.6663593378003,275.8021758008965,331.99999995090417,340.0,275.80217580092034
341.0,275.04182224941763,275.8021758009126,340.99999996362584,329.0,275.80217580092034
336.0,274.5282991538057,223.9999998659569,334.999999913409,335.0,275.80217580092034
339.0,276.1620826998037,275.80217580090886,322.9999998592916,337.0,275.80217580092034
340.0,274.18222941473294,275.80217580091585,334.9999997757373,334.0,275.80217580092034
335.0,275.63709240973657,275.8021758008961,327.9999998481577,326.0,275.80217580092034
333.0,274.1362381326227,275.80217580090954,332.9999998785367,336.0,275.80217580092034
340.0,275.1450683273477,275.8021758008882,331.99999993775134,336.0,275.80217580092034
341.0,276.17579768063035,275.8021758009055,332.9999999732611,330.0,275.80217580092034
345.0,274.6413122975799,275.8021758005696,320.999999992562,336.0,275.80217580092034
336.0,275.0573675974705,223.9999999891362,329.99999998222296,331.0,275.80217580092034
343.0,274.7924523918027,275.80217580071024,332.9999998079793,335.0,275.80217580092034
334.0,273.57253974549354,224.00000000004107,327.9999997715657,328.0,275.80217580092034
342.0,274.9220411318759,224.00000001044555,330.99999994283974,333.0,275.80217580092034
346.0,273.9163170776976,275.802175800893,320.9999997076078,331.0,275.80217580092034
338.0,273.75219614473883,223.9999999995296,329.99999996757623,336.0,275.80217580092034
334.0,274.98574640104,275.80217580028267,330.99999982691975,338.0,275.80217580092034
341.0,275.3435322265116,223.99999992812997,327.9999994293771,328.0,275.80217580092034
338.0,274.2886348836795,275.80217580081995,335.99999964673145,329.0,275.80217580092034
336.0,274.9851826338862,223.99999985474727,335.9999995163937,333.0,275.80217580092034
340.0,274.48052066114093,275.80217580067523,339.9999997731174,337.0,275.80217580092034
329.0,274.6792769494113,224.0000002630788,333.99999971785024,327.0,275.80217580092034
336.0,275.1955588594884,275.8021758009115,344.99999992763526,333.0,275.80217580092034
343.0,274.5818967050403,275.80217580089453,331.9999998893388,328.0,275.80217580092034
334.0,274.7796776273896,275.8021758008303,317.9999993257734,334.0,275.80217580092034
343.0,274.7537097963419,275.80217580090294,327.99999989726336,332.0,275.80217580092034
343.0,274.95177741340467,275.8021758009007,335.99999993858586,343.0,275.80217580092034
336.0,275.1805181117691,275.80217580038385,317.99999956214657,322.0,275.80217580092034
344.0,275.247001124856,275.802175800742,317.9999999354397,331.0,275.80217580092034
340.0,274.79143360295126,275.802175800916,326.99999986248133,335.0,275.80217580092034
336.0,275.2332873396109,275.8021758008855,324.9999998867045,343.0,275.80217580092034
333.0,275.27101507621467,275.8021758008849,332.9999999736834,340.0,275.80217580092034
334.0,274.9644732247311,275.8021757942452,319.9999999296503,335.0,275.80217580092034
330.0,275.2597872677799,275.8021758008786,328.99999995055765,339.0,275.80217580092034
329.0,275.0573671112058,275.80217580070894,324.999999963992,331.0,275.80217580092034
328.0,274.8635926951786,275.80217580089743,330.9999997566101,339.0,275.80217580092034
344.0,275.2012887797917,224.0,323.99999985676624,334.0,275.80217580092034
334.0,274.73826977407674,275.8021758006012,330.9999999591796,335.0,275.80217580092034
338.0,274.9111010076321,275.802175800909,336.99999989335834,342.0,275.80217580092034
342.0,275.2583291137618,275.80217580091806,324.99999987152006,337.0,275.80217580092034
334.0,274.8734080142742,275.8021758009175,322.9999998611777,338.0,275.80217580092034
338.0,274.65832411685244,275.8021758009018,320.9999999828751,333.0,275.80217580092034
331.0,274.9394306394919,275.80217580082643,335.9999996933525,337.0,275.80217580092034
330.0,274.1398995402998,275.8021758001301,337.9999999714899,340.0,275.80217580092034
333.0,273.8673172294154,275.8021758007066,332.9999999258263,340.0,275.80217580092034
340.0,275.0922970923248,223.9999998795587,340.9999998718201,327.0,275.80217580092034
334.0,274.73242214546985,275.80217580091687,323.9999998596615,326.0,275.80217580092034
339.0,274.73689589165696,275.8021758007147,332.99999979226874,332.0,275.80217580092034
329.0,275.48519887249586,275.8021758007206,337.9999999814964,331.0,275.80217580092034
340.0,274.44448894135184,223.99999998282223,332.9999999104665,334.0,275.80217580092034
340.0,274.9376001496472,275.8021758009061,325.9999998139707,336.0,275.80217580092034
326.0,273.9494837409761,275.80217580090823,331.9999998874476,330.0,275.80217580092034
334.0,275.7059222358014,275.8021758008766,344.99999991586,337.0,275.80217580092034
337.0,274.18941401509494,223.99999996252416,330.99999999533446,341.0,275.80217580092034
340.0,274.9385209062262,275.80217580088123,330.9999998201196,332.0,275.80217580092034
339.0,275.3054764928984,223.99999992781215,326.99999997978205,330.0,275.80217580092034
334.0,276.405909781288,275.8021758009199,316.9999999859308,329.0,275.80217580092034
342.0,274.68004216259874,223.99999988839775,330.9999996920456,335.0,275.80217580092034
343.0,274.98752229321246,275.80217580085105,341.99999988922445,312.0,275.80217580092034
335.0,274.5777205629301,275.802175800894,327.9999996222855,326.0,275.80217580092034
341.0,274.6089192300224,275.80217580089766,332.99999995696965,329.0,275.80217580092034
335.0,274.6337475120832,275.8021758009069,323.99999984444645,326.0,275.80217580092034
348.0,274.85039109641417,224.0000000000836,330.99999997999925,329.0,275.80217580092034
