XQAOA,MA_QAOA,QAOA,Classical,Geomans_Williamson,QAOA*
590.0,482.56810198802793,481.9452687132634,557.999998358994,584.0,481.9452687133197
582.0,483.8719759467422,481.94526871321233,565.9999959565675,568.0,481.9452687133197
594.0,481.7374992544849,481.9452687133145,555.9999790720259,574.0,481.9452687133197
598.0,483.27898350130033,481.9452687123028,555.9999950525771,586.0,481.9452687133197
586.0,483.8105883759185,481.94526871302367,565.9999960008537,584.0,481.9452687133197
584.0,483.4082210100564,481.9452687127701,561.9999968304388,576.0,481.9452687133197
592.0,482.4525871740706,481.94526871190845,573.9999792055864,590.0,481.9452687133197
592.0,483.05062724745466,383.9999999903119,564.0000134090894,582.0,481.9452687133197
588.0,483.2224311708226,481.94526871271154,561.9999792847937,570.0,481.9452687133197
584.0,483.0567700197735,481.94526871326383,573.9999985680043,588.0,481.9452687133197
576.0,482.6906492788532,481.9452687132112,571.9999860678333,582.0,481.9452687133197
586.0,483.65388145362,481.9452687132997,569.9999957821607,590.0,481.9452687133197
588.0,482.4312695016705,481.9452687133011,569.9999996689407,586.0,481.9452687133197
582.0,482.8412552307733,481.9452687133,564.0000121666731,582.0,481.9452687133197
584.0,484.01293553639016,481.9452687132869,566.0000119176958,572.0,481.9452687133197
586.0,482.9383468419049,383.9999997565748,573.9999937621159,586.0,481.9452687133197
578.0,484.1548508309786,481.9452687125127,553.999999062589,578.0,481.9452687133197
590.0,483.8283819119009,481.9452687130266,561.9999991620363,590.0,481.9452687133197
586.0,483.4291216769617,481.9452687130532,571.9999744053414,594.0,481.9452687133197
592.0,483.9959337079313,481.94526871330106,563.9999983548092,576.0,481.9452687133197
588.0,482.9176175656805,481.9452687130314,563.9999930903264,588.0,481.9452687133197
574.0,483.9907360389647,384.0000017829888,567.9999910904809,582.0,481.9452687133197
594.0,482.609731769276,481.945268712392,581.9999988380404,586.0,481.9452687133197
588.0,483.51960013978993,481.945268713212,567.9999883603117,590.0,481.9452687133197
580.0,483.04252212120224,481.94526871315577,567.9999708456068,586.0,481.9452687133197
586.0,483.9123726602862,481.9452687131762,581.9999963486921,582.0,481.9452687133197
578.0,483.9493029421324,481.9452687131727,556.000010275107,590.0,481.9452687133197
598.0,482.4463351942828,481.9452687132372,563.9999991422311,588.0,481.9452687133197
588.0,483.23847825266455,481.9452687133197,569.9999985995511,580.0,481.9452687133197
592.0,480.8394367246152,481.94526871322097,573.9999992883089,588.0,481.9452687133197
586.0,483.8605532459097,481.9452687116122,559.9999917919332,586.0,481.9452687133197
596.0,482.5837533383643,481.94526871322046,563.9999989924854,580.0,481.9452687133197
592.0,481.9383430801751,481.9452687131417,566.0000022121011,584.0,481.9452687133197
590.0,483.4614924511421,481.9452687130937,573.9999977370957,584.0,481.9452687133197
588.0,482.47852655076593,481.9452687132467,575.9999970189825,582.0,481.9452687133197
598.0,482.69262737931297,383.9999997753038,562.0000030888082,586.0,481.9452687133197
584.0,482.0835468829663,481.9452687082287,571.9999990490152,590.0,481.9452687133197
590.0,483.22798195982006,481.9452687132537,559.9999979392039,586.0,481.9452687133197
594.0,481.6756115022986,481.9452687130852,568.0000016628519,584.0,481.9452687133197
586.0,483.6349975171029,481.94526871315657,575.9999978415372,588.0,481.9452687133197
594.0,483.98702857858177,481.9452687132333,573.9999983064561,580.0,481.9452687133197
576.0,483.7007401152614,481.9452687131718,569.9999971939575,580.0,481.9452687133197
590.0,482.5383368489099,481.9452687131217,569.9999957098258,592.0,481.9452687133197
582.0,482.640268393954,481.94526871327486,565.9999980814007,584.0,481.9452687133197
586.0,483.5558450336479,481.9452687131105,571.9999890738286,588.0,481.9452687133197
594.0,483.289790309377,481.9452687133136,579.9999965616231,574.0,481.9452687133197
596.0,483.0729083731741,481.9452687132978,571.9999994345887,588.0,481.9452687133197
592.0,483.92871131246295,481.94526871330345,567.9999908515964,588.0,481.9452687133197
588.0,483.049215192872,481.9452687132973,559.999996754298,584.0,481.9452687133197
