XQAOA,MA_QAOA,QAOA,Classical,Geomans_Williamson,QAOA*
368.0,308.5312308539016,310.1311588570176,351.999998753392,376.0,310.1311588570946
356.0,310.6834566041615,310.13115885626405,371.9999905875592,364.0,310.1311588570946
370.0,310.68345689436586,310.1311588570872,368.0000318452838,364.0,310.1311588570946
372.0,310.6834566102077,310.1311588570932,355.9999997078101,376.0,310.1311588570946
366.0,307.2394326664307,310.1311588546633,363.9999999267227,374.0,310.1311588570946
358.0,308.8084476202102,310.1311588570703,352.0000046949279,372.0,310.1311588570946
372.0,307.0942036901559,310.1311588570804,363.99999959837226,366.0,310.1311588570946
378.0,308.5084581032432,255.99999963059943,367.9999895277269,356.0,310.1311588570946
376.0,307.1302672540113,310.1311588568161,355.9999990013672,366.0,310.1311588570946
366.0,310.68345737681943,310.1311588569703,345.9999987216182,372.0,310.1311588570946
370.0,308.16521046733857,310.13115885707475,347.999999950131,366.0,310.1311588570946
366.0,307.4144825202669,310.13115885707936,365.9999894040351,366.0,310.1311588570946
374.0,310.6834568625705,310.13115885708646,365.9999997072433,368.0,310.1311588570946
374.0,307.5972848558888,256.00000000000017,365.9999997792201,362.0,310.1311588570946
372.0,307.6607626063249,310.1311588570665,359.9999991850241,370.0,310.1311588570946
366.0,305.296530614172,255.999999902474,351.9999993416566,372.0,310.1311588570946
370.0,308.5020908275919,310.13115885708606,351.9999776304328,360.0,310.1311588570946
364.0,306.8447631080745,310.1311588570758,359.99999453248483,374.0,310.1311588570946
368.0,307.9804205237747,310.1311588570341,363.9999996244889,366.0,310.1311588570946
378.0,310.7594210796921,310.1311588570867,357.9999998937131,358.0,310.1311588570946
370.0,307.6615870272316,310.13115885335384,351.999998420673,368.0,310.1311588570946
368.0,310.6834571466786,256.0000000020945,363.99999958936206,362.0,310.1311588570946
366.0,308.380903693222,310.13115885702734,363.9999942543882,358.0,310.1311588570946
370.0,308.53982521600705,310.1311588570432,361.9999893638217,366.0,310.1311588570946
372.0,310.6834569762798,310.131158857078,365.9999765653396,366.0,310.1311588570946
380.0,310.6834571018728,310.13115885707674,351.99998381107133,376.0,310.1311588570946
364.0,307.9024538334365,310.1311588570867,367.9999938978867,356.0,310.1311588570946
364.0,310.683456879366,256.0000000001344,367.9999925115748,368.0,310.1311588570946
370.0,308.971484269668,310.1311588570785,359.9999995778679,370.0,310.1311588570946
364.0,308.2339211315492,310.1311588562346,365.99999998563726,374.0,310.1311588570946
372.0,308.54098598584653,310.13115885693105,357.9999990790162,370.0,310.1311588570946
368.0,308.1680290165542,256.0000001421137,373.9999940657795,366.0,310.1311588570946
368.0,307.73846634754784,310.13115885709453,369.9999999800943,376.0,310.1311588570946
364.0,306.5031706213954,310.1311588570795,355.9999987156009,366.0,310.1311588570946
368.0,310.683457262807,310.1311588570686,367.9999998575752,374.0,310.1311588570946
376.0,307.09509430870133,255.9999999999998,371.99999849692415,376.0,310.1311588570946
364.0,308.23293849351194,310.1311588570736,357.9999992135669,374.0,310.1311588570946
368.0,308.30496234576054,310.13115885707646,357.9999962718726,364.0,310.1311588570946
372.0,310.68345646020964,310.13115885708464,359.9999974472062,364.0,310.1311588570946
370.0,310.6834567654222,310.13115885707253,361.99998614716594,362.0,310.1311588570946
376.0,308.11352050954633,255.99999997665407,353.9999999072095,372.0,310.1311588570946
370.0,306.7365387994814,310.13115885709163,353.9999997821432,382.0,310.1311588570946
366.0,307.505508910427,256.0000000898786,349.9999997655581,374.0,310.1311588570946
368.0,307.70760676591607,310.1311588570946,363.99999985933255,370.0,310.1311588570946
374.0,307.76663105806426,310.13115885709004,359.9999996121269,362.0,310.1311588570946
370.0,307.81468886286217,310.1311588570847,355.99999948418457,372.0,310.1311588570946
372.0,307.96898646132803,310.1311588570872,367.9999994215322,366.0,310.1311588570946
378.0,307.3454883084865,310.13115885686784,361.9999999701653,366.0,310.1311588570946
364.0,310.7594202273586,310.13115885693463,351.9999997125956,364.0,310.1311588570946
378.0,310.6834558094838,256.00000000000006,355.9999963517514,360.0,310.1311588570946
368.0,308.0786387413996,255.99999999976808,365.9999995173237,372.0,310.1311588570946
376.0,307.7844306862643,310.131158857083,369.9999996932257,368.0,310.1311588570946
376.0,307.46257698472,310.1311588570598,363.9999974512007,370.0,310.1311588570946
376.0,307.4297823579077,310.13115885709004,362.0000046712447,374.0,310.1311588570946
372.0,310.68345733213783,310.1311588570923,357.99999828564626,370.0,310.1311588570946
364.0,307.68425883548474,310.1311588570938,367.9999986747178,350.0,310.1311588570946
372.0,306.97336314798787,310.13115885709425,377.9999999506389,356.0,310.1311588570946
370.0,308.6506341808836,310.1311588570894,369.9999988000614,376.0,310.1311588570946
370.0,308.1601406750624,255.99999999999997,363.9999856231775,360.0,310.1311588570946
372.0,310.68345626527366,310.13115885708135,349.9999967906164,376.0,310.1311588570946
374.0,310.75942062091514,310.13115885484393,362.0000078093773,370.0,310.1311588570946
368.0,307.5397340591614,310.13115885707344,365.9999964534204,362.0,310.1311588570946
372.0,308.09346043056024,310.1311588570905,349.9999992230941,366.0,310.1311588570946
368.0,307.9904439797233,310.131158856694,356.0000312666615,374.0,310.1311588570946
370.0,307.2719877411736,310.1311588569113,361.9999992558812,366.0,310.1311588570946
376.0,310.6834572628203,255.99999998076,361.9999996441933,374.0,310.1311588570946
372.0,310.6834570466137,310.1311588570935,367.9999874342445,366.0,310.1311588570946
368.0,307.9321671549039,310.13115885708123,357.99999759129184,364.0,310.1311588570946
376.0,310.6834574137198,310.1311588570938,365.9999997851563,368.0,310.1311588570946
374.0,308.1273349991192,310.13115885707697,361.99999981613627,372.0,310.1311588570946
374.0,310.6834570896049,310.1311588570897,353.999998473104,376.0,310.1311588570946
370.0,310.68345691826727,310.13115885707543,359.9999983759964,370.0,310.1311588570946
372.0,310.683457245851,310.1311588569563,365.9999960658738,378.0,310.1311588570946
370.0,307.8224225503347,255.99999999513932,359.9999939307652,364.0,310.1311588570946
374.0,309.019558475696,310.1311588570934,369.999999625352,372.0,310.1311588570946
364.0,308.0252708625838,310.13115885708305,375.99999995594953,358.0,310.1311588570946
368.0,310.68345423031843,310.13115885693736,359.99999810978795,372.0,310.1311588570946
362.0,310.68345726035983,256.00000001148,356.0000013460313,376.0,310.1311588570946
382.0,308.24559623309926,310.1311588570856,361.9999993176161,364.0,310.1311588570946
374.0,307.78692753601456,310.1311588570807,363.9999956948912,372.0,310.1311588570946
372.0,308.64345134987445,310.13115885707657,366.0000008430783,370.0,310.1311588570946
374.0,307.0588358323496,310.1311588570871,361.99999985993327,364.0,310.1311588570946
378.0,310.68345733051626,255.99999999998815,363.99999995940414,364.0,310.1311588570946
368.0,308.55305070411873,310.1311588570816,367.9999998955486,362.0,310.1311588570946
368.0,310.68345697412684,256.0,369.9999993513894,370.0,310.1311588570946
370.0,310.68345708043665,310.1311588570843,357.99999993656184,370.0,310.1311588570946
372.0,308.08382197909606,255.9999999995925,359.9999971715777,368.0,310.1311588570946
368.0,307.95478844971643,310.1311588570731,361.999969311358,368.0,310.1311588570946
370.0,307.40244476568176,310.13115885708606,360.0000088020156,366.0,310.1311588570946
380.0,308.6108975200428,310.1311588570879,361.9999971895343,362.0,310.1311588570946
374.0,308.5691591650723,310.1311588570352,361.9999991263394,374.0,310.1311588570946
370.0,310.6834572257479,310.1311588570672,355.9999979140073,364.0,310.1311588570946
364.0,310.6834572344534,310.13115885708646,359.99999937519163,364.0,310.1311588570946
370.0,308.25991535524264,255.99999998151893,358.000000287568,362.0,310.1311588570946
368.0,310.68345727198766,310.1311588569496,351.9999925804142,366.0,310.1311588570946
370.0,307.25455878393933,310.1311588570826,351.9999921172446,374.0,310.1311588570946
366.0,307.2756837643763,310.13115885649444,361.9999988088632,372.0,310.1311588570946
366.0,307.99366569798985,310.1311588569848,363.9999997626466,374.0,310.1311588570946
374.0,307.20201389521543,310.1311588570835,347.99998112971844,370.0,310.1311588570946
378.0,308.354858939799,310.131158857089,365.9999981046303,374.0,310.1311588570946
