XQAOA,MA_QAOA,QAOA,Classical,Geomans_Williamson,QAOA*
448.0,379.4386156949226,378.6593578589066,440.00001647489495,450.0,378.6593578589394
444.0,379.4386159567607,378.6593578589394,443.9999584330058,452.0,378.6593578589394
454.0,379.43861552020746,378.6593578588873,427.999998514317,450.0,378.6593578589394
450.0,379.4386154394201,378.6593578583109,445.9999933668701,442.0,378.6593578589394
450.0,379.4386146930215,378.6593578589388,443.99998267638273,430.0,378.6593578589394
448.0,379.4386155761869,378.6593578588922,440.0000042931068,436.0,378.6593578589394
456.0,379.4386158934808,378.6593578589392,437.9999999860788,442.0,378.6593578589394
458.0,379.43861581859113,320.000000368559,441.9999995134551,450.0,378.6593578589394
452.0,379.43861575696064,378.659357858904,437.99999920386114,452.0,378.6593578589394
450.0,379.4386158945129,378.6593578589252,437.9999824857471,440.0,378.6593578589394
460.0,379.4386154739099,378.659357858786,427.9999985493894,434.0,378.6593578589394
454.0,379.4386158515357,378.6593578589394,445.99999992712594,448.0,378.6593578589394
452.0,379.438615807022,378.659357858932,441.9999997057459,444.0,378.6593578589394
442.0,379.56113698945626,319.9999999674981,437.9999997720586,444.0,378.6593578589394
456.0,379.5165856218256,378.6593578581871,429.99999920073367,452.0,378.6593578589394
452.0,379.51658572449753,319.9999993689955,438.00000388440577,446.0,378.6593578589394
440.0,379.438615751488,378.6593578589311,437.99999814390617,442.0,378.6593578589394
444.0,379.4386160137561,378.6593578589185,441.99999985646247,440.0,378.6593578589394
462.0,379.4386156377283,378.6593578588806,439.99999935156137,438.0,378.6593578589394
448.0,379.4386143564567,378.6593578588789,439.9999964258423,438.0,378.6593578589394
448.0,379.56114025254834,378.6593578526345,439.9999932039677,448.0,378.6593578589394
462.0,379.4386157175829,320.0000000000009,441.9999815609074,454.0,378.6593578589394
452.0,379.4386148337936,378.6593578589365,435.999999790085,444.0,378.6593578589394
458.0,379.4386153276056,378.6593578589138,441.9999996250639,440.0,378.6593578589394
446.0,379.4386157449762,378.6593578589182,435.9999998973568,444.0,378.6593578589394
444.0,379.5165857138812,378.6593578589276,430.0000232391562,450.0,378.6593578589394
446.0,379.438615190077,378.6593578589333,425.9999997070983,448.0,378.6593578589394
454.0,379.43861576659486,320.00000000000006,427.9999952166984,444.0,378.6593578589394
446.0,379.438615675361,378.6593578589258,432.0000058029572,448.0,378.6593578589394
448.0,379.4386153716027,378.6593578563797,451.999998302822,436.0,378.6593578589394
452.0,379.43861562413497,378.6593578589352,443.9999993445638,442.0,378.6593578589394
452.0,379.4386156164039,319.99999999999926,439.9999916083413,446.0,378.6593578589394
446.0,379.438615459738,378.6593578588948,438.0000001750912,446.0,378.6593578589394
448.0,379.4386158040378,378.6593578588296,438.0000005722092,458.0,378.6593578589394
462.0,379.4386158219421,378.65935785892987,433.9999959355986,438.0,378.6593578589394
440.0,379.43861466865343,378.6593578588668,436.0000042682497,438.0,378.6593578589394
458.0,379.4386157446805,378.65935785889513,432.00002275047353,438.0,378.6593578589394
444.0,379.15845815682445,378.6593578589325,425.9999994959036,446.0,378.6593578589394
444.0,379.4386156543183,320.0000020224128,435.999998252599,444.0,378.6593578589394
448.0,379.4386150232031,378.6593578589285,441.9999998271304,452.0,378.6593578589394
